Detailed Statistics Cancellation  
Origin Airport: Denver, CO: Denver International (DEN)
Airline: American Airlines Inc. (AA)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021 and 2022

Carrier Code,Date (MM/DD/YYYY),Flight_Number,Tail Number,Destination Airport
"AA","05/23/2006","2056","","DFW"
"AA","05/29/2006","1400","","ORD"
"AA","06/15/2006","1519","","LAX"
"AA","07/05/2006","0328","","DFW"
"AA","07/05/2006","1194","","DFW"
"AA","07/05/2006","1272","","DFW"
"AA","07/05/2006","2056","","DFW"
"AA","07/19/2006","1055","","LAX"
"AA","07/20/2006","1492","","ORD"
"AA","07/27/2006","0706","","ORD"
"AA","07/30/2006","1910","","ORD"
"AA","08/14/2006","0328","","DFW"
"AA","08/15/2006","0420","","DFW"
"AA","08/23/2006","2261","","LAX"
"AA","08/24/2006","1492","","ORD"
"AA","08/27/2006","2056","","DFW"
"AA","08/29/2006","1860","","MIA"
"AA","09/02/2006","1566","","DFW"
"AA","09/09/2006","1356","","DFW"
"AA","09/11/2006","1272","","DFW"
"AA","09/11/2006","1338","","DFW"
"AA","09/12/2006","0706","","ORD"
"AA","09/12/2006","1426","","ORD"
"AA","09/16/2006","1356","","DFW"
"AA","09/23/2006","0480","","DFW"
"AA","09/23/2006","1438","","ORD"
"AA","09/23/2006","1896","","DFW"
"AA","09/23/2006","2036","","DFW"
"AA","09/27/2006","1076","","DFW"
"AA","09/30/2006","0480","","DFW"
"AA","10/02/2006","0446","","ORD"
"AA","10/02/2006","0706","","ORD"
"AA","10/02/2006","1910","","ORD"
"AA","10/10/2006","0480","","DFW"
"AA","10/10/2006","1632","","DFW"
"AA","10/11/2006","1896","","DFW"
"AA","10/20/2006","0806","","DFW"
"AA","10/26/2006","0446","","ORD"
"AA","10/26/2006","1055","","LAX"
"AA","10/26/2006","1356","","DFW"
"AA","10/26/2006","1492","","ORD"
"AA","10/26/2006","1896","","DFW"
"AA","10/26/2006","1906","","DFW"
"AA","10/26/2006","1910","","ORD"
"AA","10/27/2006","1438","","ORD"
"AA","11/07/2006","0806","","DFW"
"AA","11/10/2006","0446","","ORD"
"AA","11/10/2006","0706","","ORD"
"AA","11/10/2006","1076","","DFW"
"AA","11/10/2006","1469","","LAX"
"AA","11/11/2006","1426","","ORD"
"AA","11/12/2006","1338","","DFW"
"AA","11/13/2006","1272","","DFW"
"AA","11/15/2006","1632","","DFW"
"AA","11/15/2006","1896","","DFW"
"AA","11/15/2006","1906","","DFW"
"AA","11/29/2006","0446","","ORD"
"AA","11/29/2006","0706","","ORD"
"AA","11/30/2006","0446","","ORD"
"AA","11/30/2006","0480","","DFW"
"AA","11/30/2006","0706","","ORD"
"AA","11/30/2006","0806","","DFW"
"AA","11/30/2006","1632","","DFW"
"AA","11/30/2006","1786","","DFW"
"AA","11/30/2006","1906","","DFW"
"AA","12/01/2006","1426","","ORD"
"AA","12/01/2006","1438","","ORD"
